User,dx,dy,Diversionx,Diversiony,type,distState,distArea,Month,Year,endOfMonUse,eoyForecast,approvedAnnualVol,forecastedExcess
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,10,2012,200147,600441,654480.69,-54039.69
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,10,2012,167758,503274,528437.7,-25163.7
Metropolitan Water District of Southern California,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,10,2012,139261,417783,405249.51,12533.49
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,10,2012,77671,233013,233013,0
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,10,2012,130310,390930,379202.1,11727.9
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,10,2012,121553,364659,386538.54,-21879.54
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,10,2012,22971,68913,62710.83,6202.17
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,10,2012,133125,399375,395381.25,3993.75
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,10,2012,63366,190098,182494.08,7603.92
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,10,2012,38162,114486,103037.4,11448.6
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,10,2012,77963,233889,245583.45,-11694.45
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,11,2012,195411,390822,394730.22,-3908.22
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,11,2012,32742,65484,72032.4,-6548.4
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,11,2012,27024,54048,52426.56,1621.44
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,11,2012,153574,307148,294862.08,12285.92
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,11,2012,113140,226280,203652,22628
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,11,2012,180915,361830,350975.1,10854.9
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,11,2012,46726,93452,99059.12,-5607.12
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,11,2012,175010,350020,318518.2,31501.8
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,11,2012,23282,46564,44235.8,2328.2
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,11,2012,57958,115916,118234.32,-2318.32
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,11,2012,178838,357676,354099.24,3576.76
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,11,2012,153381,306762,319032.48,-12270.48
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,11,2012,67632,135264,131206.08,4057.92
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,11,2012,193973,387946,422861.14,-34915.14
Metropolitan Water District of Southern California,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,11,2012,27524,55048,55598.48,-550.48
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,11,2012,62692,125384,122876.32,2507.68
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,11,2012,80042,160084,148878.12,11205.88
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,11,2012,155682,311364,311364,0
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,11,2012,138676,277352,271804.96,5547.04
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,11,2012,96363,192726,202362.3,-9636.3
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,11,2012,46744,93488,95357.76,-1869.76
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,11,2012,143913,287826,267678.18,20147.82
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,11,2012,185036,370072,392276.32,-22204.32
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,12,2012,28455,28455,31015.95,-2560.95
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,12,2012,131191,131191,119383.81,11807.19
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,12,2012,182251,182251,184073.51,-1822.51
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,12,2012,146273,146273,134571.16,11701.84
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,12,2012,134129,134129,146200.61,-12071.61
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,12,2012,139395,139395,144970.8,-5575.8
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,12,2012,181222,181222,177597.56,3624.44
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,12,2012,161465,161465,150162.45,11302.55
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,12,2012,108109,108109,112433.36,-4324.36
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,12,2012,150443,150443,148938.57,1504.43
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,12,2012,38932,38932,38153.36,778.64
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,12,2012,101054,101054,110148.86,-9094.86
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,12,2012,110868,110868,103107.24,7760.76
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,12,2012,168515,168515,178625.9,-10110.9
Metropolitan Water District of Southern California,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,12,2012,165704,165704,164046.96,1657.04
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,12,2012,173988,173988,179207.64,-5219.64
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,12,2012,112046,112046,115407.38,-3361.38
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,12,2012,68731,68731,74229.48,-5498.48
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,12,2012,169854,169854,178346.7,-8492.7
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,12,2012,188705,188705,184930.9,3774.1
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,12,2012,49956,49956,52453.8,-2497.8
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,12,2012,181929,181929,200121.9,-18192.9
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,12,2012,34212,34212,33527.76,684.24
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,1,2013,112939,1355268,1341715.32,13552.68
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,1,2013,80234,962808,972436.08,-9628.08
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,1,2013,47981,575772,552741.12,23030.88
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,1,2013,135274,1623288,1525890.72,97397.28
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,1,2013,126505,1518060,1578782.4,-60722.4
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,1,2013,171231,2054772,2219153.76,-164381.76
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,1,2013,169679,2036148,2036148,0
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,1,2013,171843,2062116,2227085.28,-164969.28
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,1,2013,57552,690624,718248.96,-27624.96
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,1,2013,21047,252564,244987.08,7576.92
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,1,2013,42514,510168,474456.24,35711.76
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,1,2013,179105,2149260,1998811.8,150448.2
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,1,2013,98383,1180596,1263237.72,-82641.72
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,1,2013,137650,1651800,1651800,0
Metropolitan Water District of Southern California,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,1,2013,175042,2100504,2289549.36,-189045.36
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,1,2013,24596,295152,280394.4,14757.6
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,1,2013,68318,819816,869004.96,-49188.96
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,1,2013,94562,1134744,1066659.36,68084.64
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,1,2013,97244,1166928,1201935.84,-35007.84
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,1,2013,135709,1628508,1726218.48,-97710.48
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,1,2013,40883,490596,500407.92,-9811.92
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,1,2013,112088,1345056,1210550.4,134505.6
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,1,2013,24074,288888,306221.28,-17333.28
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,2,2013,96952,1066472,1151789.76,-85317.76
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,2,2013,108184,1190024,1082921.84,107102.16
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,2,2013,161495,1776445,1865267.25,-88822.25
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,2,2013,180674,1987414,1967539.86,19874.14
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,2,2013,120711,1327821,1301264.58,26556.42
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,2,2013,145494,1600434,1712464.38,-112030.38
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,2,2013,88169,969859,1018351.95,-48492.95
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,2,2013,184968,2034648,2075340.96,-40692.96
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,2,2013,69457,764027,786947.81,-22920.81
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,2,2013,43705,480755,456717.25,24037.75
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,2,2013,68296,751256,691155.52,60100.48
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,2,2013,57992,637912,612395.52,25516.48
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,2,2013,180314,1983454,1864446.76,119007.24
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,2,2013,166277,1829047,1975370.76,-146323.76
Metropolitan Water District of Southern California,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,2,2013,124395,1368345,1423078.8,-54733.8
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,2,2013,196453,2160983,2225812.49,-64829.49
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,2,2013,75684,832524,899125.92,-66601.92
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,2,2013,120019,1320209,1359815.27,-39606.27
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,2,2013,126001,1386011,1524612.1,-138601.1
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,2,2013,90377,994147,894732.3,99414.7
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,2,2013,53673,590403,649443.3,-59040.3
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,2,2013,143062,1573682,1683839.74,-110157.74
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,2,2013,23257,255827,255827,0
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,3,2013,136550,1365500,1392810,-27310
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,3,2013,107976,1079760,1187736,-107976
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,3,2013,163201,1632010,1762570.8,-130560.8
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,3,2013,40892,408920,449812,-40892
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,3,2013,19682,196820,216502,-19682
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,3,2013,98629,986290,1035604.5,-49314.5
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,3,2013,130679,1306790,1398265.3,-91475.3
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,3,2013,44510,445100,454002,-8902
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,3,2013,180259,1802590,1694434.6,108155.4
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,3,2013,91051,910510,910510,0
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,3,2013,137743,1377430,1473850.1,-96420.1
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,3,2013,175746,1757460,1775034.6,-17574.6
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,3,2013,175994,1759940,1812738.2,-52798.2
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,3,2013,60196,601960,565842.4,36117.6
Metropolitan Water District of Southern California,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,3,2013,162049,1620490,1507055.7,113434.3
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,3,2013,63334,633340,576339.4,57000.6
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,3,2013,180902,1809020,1827110.2,-18090.2
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,3,2013,146222,1462220,1520708.8,-58488.8
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,3,2013,24664,246640,239240.8,7399.2
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,3,2013,176462,1764620,1764620,0
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,3,2013,143147,1431470,1460099.4,-28629.4
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,3,2013,129335,1293350,1228682.5,64667.5
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,3,2013,13631,136310,128131.4,8178.6
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,4,2013,133703,1203327,1311626.43,-108299.43
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,4,2013,121465,1093185,1202503.5,-109318.5
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,4,2013,66765,600885,540796.5,60088.5
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,4,2013,110632,995688,935946.72,59741.28
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,4,2013,30725,276525,259933.5,16591.5
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,4,2013,120618,1085562,987861.42,97700.58
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,4,2013,185011,1665099,1681749.99,-16650.99
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,4,2013,63487,571383,571383,0
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,4,2013,191619,1724571,1672833.87,51737.13
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,4,2013,78806,709254,744716.7,-35462.7
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,4,2013,118062,1062558,1030681.26,31876.74
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,4,2013,131340,1182060,1087495.2,94564.8
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,4,2013,151854,1366686,1476020.88,-109334.88
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,4,2013,31031,279279,256936.68,22342.32
Metropolitan Water District of Southern California,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,4,2013,179422,1614798,1485614.16,129183.84
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,4,2013,59122,532098,521456.04,10641.96
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,4,2013,49029,441261,414785.34,26475.66
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,4,2013,186892,1682028,1614746.88,67281.12
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,4,2013,32462,292158,292158,0
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,4,2013,97770,879930,844732.8,35197.2
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,4,2013,101442,912978,885588.66,27389.34
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,4,2013,32549,292941,287082.18,5858.82
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,4,2013,79224,713016,770057.28,-57041.28
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,5,2013,32357,258856,243324.64,15531.36
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,5,2013,171709,1373672,1401145.44,-27473.44
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,5,2013,28440,227520,250272,-22752
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,5,2013,53096,424768,437511.04,-12743.04
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,5,2013,26572,212576,229582.08,-17006.08
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,5,2013,73571,588568,647424.8,-58856.8
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,5,2013,47760,382080,370617.6,11462.4
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,5,2013,136937,1095496,1095496,0
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,5,2013,193799,1550392,1441864.56,108527.44
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,5,2013,197551,1580408,1564603.92,15804.08
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,5,2013,65543,524344,482396.48,41947.52
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,5,2013,112665,901320,865267.2,36052.8
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,5,2013,75631,605048,653451.84,-48403.84
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,5,2013,57670,461360,415224,46136
Metropolitan Water District of Southern California,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,5,2013,55515,444120,439678.8,4441.2
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,5,2013,144851,1158808,1100867.6,57940.4
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,5,2013,102981,823848,741463.2,82384.8
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,5,2013,149739,1197912,1114058.16,83853.84
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,5,2013,114819,918552,964479.6,-45927.6
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,5,2013,180060,1440480,1397265.6,43214.4
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,5,2013,36005,288040,316844,-28804
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,5,2013,132177,1057416,1036267.68,21148.32
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,5,2013,16947,135576,140999.04,-5423.04
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,6,2013,18174,127218,128490.18,-1272.18
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,6,2013,48653,340571,313325.32,27245.68
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,6,2013,130373,912611,857854.34,54756.66
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,6,2013,180841,1265887,1303863.61,-37976.61
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,6,2013,74895,524265,513779.7,10485.3
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,6,2013,46776,327432,347077.92,-19645.92
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,6,2013,153061,1071427,1049998.46,21428.54
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,6,2013,117011,819077,860030.85,-40953.85
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,6,2013,48701,340907,320452.58,20454.42
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,6,2013,55143,386001,424601.1,-38600.1
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,6,2013,185806,1300642,1287635.58,13006.42
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,6,2013,126043,882301,952885.08,-70584.08
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,6,2013,148287,1038009,954968.28,83040.72
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,6,2013,163235,1142645,1199777.25,-57132.25
Metropolitan Water District of Southern California,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,6,2013,138087,966609,889280.28,77328.72
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,6,2013,43589,305123,326481.61,-21358.61
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,6,2013,38236,267652,278358.08,-10706.08
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,6,2013,93299,653093,600845.56,52247.44
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,6,2013,190364,1332548,1199293.2,133254.8
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,6,2013,32747,229229,220059.84,9169.16
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,6,2013,61114,427798,470577.8,-42779.8
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,6,2013,109780,768460,799198.4,-30738.4
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,6,2013,18035,126245,114882.95,11362.05
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,7,2013,191038,1146228,1192077.12,-45849.12
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,7,2013,22738,136428,143249.4,-6821.4
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,7,2013,197508,1185048,1220599.44,-35551.44
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,7,2013,32875,197250,215002.5,-17752.5
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,7,2013,90655,543930,522172.8,21757.2
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,7,2013,146865,881190,845942.4,35247.6
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,7,2013,143080,858480,815556,42924
