User,dx,dy,Diversionx,Diversiony,type,distState,distArea,Month,Year,Additional_Note,Diversion,ConsumptiveUse
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,2,2013,Pumped from Well,120019,1320209
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,2,2013,Pumped from Reservoir,126001,1386011
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,2,2013,Pumped from Well,90377,994147
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,2,2013,Pumped from Reservoir,53673,590403
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,2,2013,Pumped from Well,143062,1573682
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,2,2013,Pumped from Reservoir,23257,255827
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,3,2013,Pumped from Well,136550,1365500
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,3,2013,Pumped from Reservoir,107976,1079760
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,3,2013,Pumped from Well,163201,1632010
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,3,2013,Pumped from Reservoir,40892,408920
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,3,2013,Pumped from Well,19682,196820
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,3,2013,Pumped from Reservoir,98629,986290
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,3,2013,Pumped from Well,130679,1306790
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,3,2013,Pumped from Reservoir,44510,445100
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,3,2013,Pumped from Well,180259,1802590
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,3,2013,Pumped from Reservoir,91051,910510
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,3,2013,Pumped from Well,137743,1377430
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,3,2013,Pumped from Reservoir,175746,1757460
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,3,2013,Pumped from Well,175994,1759940
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,3,2013,Pumped from Reservoir,60196,601960
Met. Water District of So. Cal. ,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,3,2013,Pumped from Well,162049,1620490
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,3,2013,Pumped from Reservoir,63334,633340
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,3,2013,Pumped from Well,180902,1809020
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,3,2013,Pumped from Reservoir,146222,1462220
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,3,2013,Pumped from Well,24664,246640
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,3,2013,Pumped from Reservoir,176462,1764620
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,3,2013,Pumped from Well,143147,1431470
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,3,2013,Pumped from Reservoir,129335,1293350
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,3,2013,Pumped from Well,13631,136310
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,4,2013,Pumped from Reservoir,133703,1203327
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,4,2013,Pumped from Well,121465,1093185
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,4,2013,Pumped from Reservoir,66765,600885
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,4,2013,Pumped from Well,110632,995688
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,4,2013,Pumped from Reservoir,30725,276525
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,4,2013,Pumped from Well,120618,1085562
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,4,2013,Pumped from Reservoir,185011,1665099
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,4,2013,Pumped from Well,63487,571383
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,4,2013,Pumped from Reservoir,191619,1724571
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,4,2013,Pumped from Well,78806,709254
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,4,2013,Pumped from Reservoir,118062,1062558
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,4,2013,Pumped from Well,131340,1182060
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,4,2013,Pumped from Reservoir,151854,1366686
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,4,2013,Pumped from Well,31031,279279
Met. Water District of So. Cal. ,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,4,2013,Pumped from Reservoir,179422,1614798
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,4,2013,Pumped from Well,59122,532098
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,4,2013,Pumped from Reservoir,49029,441261
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,4,2013,Pumped from Well,186892,1682028
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,4,2013,Pumped from Reservoir,32462,292158
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,4,2013,Pumped from Well,97770,879930
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,4,2013,Pumped from Reservoir,101442,912978
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,4,2013,Pumped from Well,32549,292941
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,4,2013,Pumped from Reservoir,79224,713016
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,5,2013,Pumped from Well,32357,258856
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,5,2013,Pumped from Reservoir,171709,1373672
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,5,2013,Pumped from Well,28440,227520
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,5,2013,Pumped from Reservoir,53096,424768
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,5,2013,Pumped from Well,26572,212576
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,5,2013,Pumped from Reservoir,73571,588568
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,5,2013,Pumped from Well,47760,382080
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,5,2013,Pumped from Reservoir,136937,1095496
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,5,2013,Pumped from Well,193799,1550392
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,5,2013,Pumped from Reservoir,197551,1580408
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,5,2013,Pumped from Well,65543,524344
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,5,2013,Pumped from Reservoir,112665,901320
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,5,2013,Pumped from Well,75631,605048
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,5,2013,Pumped from Reservoir,57670,461360
Met. Water District of So. Cal. ,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,5,2013,Pumped from Well,55515,444120
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,5,2013,Pumped from Reservoir,144851,1158808
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,5,2013,Pumped from Well,102981,823848
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,5,2013,Pumped from Reservoir,149739,1197912
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,5,2013,Pumped from Well,114819,918552
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,5,2013,Pumped from Reservoir,180060,1440480
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,5,2013,Pumped from Well,36005,288040
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,5,2013,Pumped from Reservoir,132177,1057416
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,5,2013,Pumped from Well,16947,135576
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,6,2013,Pumped from Reservoir,18174,127218
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,6,2013,Pumped from Well,48653,340571
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,6,2013,Pumped from Reservoir,130373,912611
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,6,2013,Pumped from Well,180841,1265887
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,6,2013,Pumped from Reservoir,74895,524265
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,6,2013,Pumped from Well,46776,327432
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,6,2013,Pumped from Reservoir,153061,1071427
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,6,2013,Pumped from Well,117011,819077
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,6,2013,Pumped from Reservoir,48701,340907
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,6,2013,Pumped from Well,55143,386001
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,6,2013,Pumped from Reservoir,185806,1300642
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,6,2013,Pumped from Well,126043,882301
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,6,2013,Pumped from Reservoir,148287,1038009
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,6,2013,Pumped from Well,163235,1142645
Met. Water District of So. Cal. ,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,6,2013,Pumped from Reservoir,138087,966609
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,6,2013,Pumped from Well,43589,305123
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,6,2013,Pumped from Reservoir,38236,267652
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,6,2013,Pumped from Well,93299,653093
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,6,2013,Pumped from Reservoir,190364,1332548
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,6,2013,Pumped from Well,32747,229229
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,6,2013,Pumped from Reservoir,61114,427798
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,6,2013,Pumped from Well,109780,768460
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,6,2013,Pumped from Reservoir,18035,126245
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,7,2013,Pumped from Well,191038,1146228
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,7,2013,Pumped from Reservoir,22738,136428
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,7,2013,Pumped from Well,197508,1185048
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,7,2013,Pumped from Reservoir,32875,197250
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,7,2013,Pumped from Well,90655,543930
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,7,2013,Pumped from Reservoir,146865,881190
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,7,2013,Pumped from Well,143080,858480
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,7,2013,Pumped from Reservoir,131874,791244
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,7,2013,Pumped from Well,28412,170472
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,7,2013,Pumped from Reservoir,80461,482766
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,7,2013,Pumped from Well,145192,871152
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,7,2013,Pumped from Reservoir,146576,879456
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,7,2013,Pumped from Well,50478,302868
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,7,2013,Pumped from Reservoir,166113,996678
Met. Water District of So. Cal. ,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,7,2013,Pumped from Well,91609,549654
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,7,2013,Pumped from Reservoir,42684,256104
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,7,2013,Pumped from Well,28569,171414
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,7,2013,Pumped from Reservoir,188182,1129092
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,7,2013,Pumped from Well,124051,744306
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,7,2013,Pumped from Reservoir,104659,627954
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,7,2013,Pumped from Well,59132,354792
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,7,2013,Pumped from Reservoir,84590,507540
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,7,2013,Pumped from Well,80164,480984
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,8,2013,Pumped from Reservoir,52519,262595
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,8,2013,Pumped from Well,129366,646830
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,8,2013,Pumped from Reservoir,88740,443700
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,8,2013,Pumped from Well,15315,76575
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,8,2013,Pumped from Reservoir,151538,757690
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,8,2013,Pumped from Well,106774,533870
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,8,2013,Pumped from Reservoir,96126,480630
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,8,2013,Pumped from Well,57196,285980
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,8,2013,Pumped from Reservoir,91765,458825
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,8,2013,Pumped from Well,193282,966410
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,8,2013,Pumped from Reservoir,14266,71330
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,8,2013,Pumped from Well,145005,725025
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,8,2013,Pumped from Reservoir,180870,904350
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,8,2013,Pumped from Well,16974,84870
Met. Water District of So. Cal. ,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,8,2013,Pumped from Reservoir,33361,166805
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,8,2013,Pumped from Well,105433,527165
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,8,2013,Pumped from Reservoir,194150,970750
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,8,2013,Pumped from Well,16442,82210
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,8,2013,Pumped from Reservoir,91713,458565
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,8,2013,Pumped from Well,88978,444890
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,8,2013,Pumped from Reservoir,27671,138355
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,8,2013,Pumped from Well,64324,321620
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,8,2013,Pumped from Reservoir,95940,479700
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,9,2013,Pumped from Well,120009,480036
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,9,2013,Pumped from Reservoir,192639,770556
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,9,2013,Pumped from Well,142822,571288
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,9,2013,Pumped from Reservoir,173039,692156
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,9,2013,Pumped from Well,114385,457540
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,9,2013,Pumped from Reservoir,150901,603604
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,9,2013,Pumped from Well,135760,543040
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,9,2013,Pumped from Reservoir,27878,111512
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,9,2013,Pumped from Well,128438,513752
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,9,2013,Pumped from Reservoir,13670,54680
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,9,2013,Pumped from Well,85073,340292
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,9,2013,Pumped from Reservoir,118514,474056
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,9,2013,Pumped from Well,58577,234308
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,9,2013,Pumped from Reservoir,68927,275708
Met. Water District of So. Cal. ,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,9,2013,Pumped from Well,171956,687824
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,9,2013,Pumped from Reservoir,87034,348136
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,9,2013,Pumped from Well,105029,420116
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,9,2013,Pumped from Reservoir,49964,199856
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,9,2013,Pumped from Well,102448,409792
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,9,2013,Pumped from Reservoir,184387,737548
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,9,2013,Pumped from Well,22783,91132
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,9,2013,Pumped from Reservoir,32647,130588
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,9,2013,Pumped from Well,186685,746740
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,10,2013,Pumped from Reservoir,130592,391776
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,10,2013,Pumped from Well,65761,197283
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,10,2013,Pumped from Reservoir,103982,311946
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,10,2013,Pumped from Well,86790,260370
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,10,2013,Pumped from Reservoir,188210,564630
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,10,2013,Pumped from Well,145283,435849
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,10,2013,Pumped from Reservoir,81927,245781
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,10,2013,Pumped from Well,150948,452844
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,10,2013,Pumped from Reservoir,20331,60993
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,10,2013,Pumped from Well,170622,511866
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,10,2013,Pumped from Reservoir,157062,471186
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,10,2013,Pumped from Well,122180,366540
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,10,2013,Pumped from Reservoir,49892,149676
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,10,2013,Pumped from Well,168352,505056
Met. Water District of So. Cal. ,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,10,2013,Pumped from Reservoir,180714,542142
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,10,2013,Pumped from Well,47721,143163
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,10,2013,Pumped from Reservoir,73680,221040
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,10,2013,Pumped from Well,88675,266025
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,10,2013,Pumped from Reservoir,49053,147159
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,10,2013,Pumped from Well,152698,458094
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,10,2013,Pumped from Reservoir,94687,284061
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,10,2013,Pumped from Well,64832,194496
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,10,2013,Pumped from Reservoir,87051,261153
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,11,2013,Pumped from Well,118452,236904
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,11,2013,Pumped from Reservoir,31499,62998
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,11,2013,Pumped from Well,195847,391694
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,11,2013,Pumped from Reservoir,85388,170776
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,11,2013,Pumped from Well,121955,243910
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,11,2013,Pumped from Reservoir,36182,72364
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,11,2013,Pumped from Well,190793,381586
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,11,2013,Pumped from Reservoir,141212,282424
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,11,2013,Pumped from Well,186356,372712
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,11,2013,Pumped from Reservoir,79685,159370
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,11,2013,Pumped from Well,117349,234698
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,11,2013,Pumped from Reservoir,164924,329848
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,11,2013,Pumped from Well,170181,340362
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,11,2013,Pumped from Reservoir,181465,362930
Met. Water District of So. Cal. ,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,11,2013,Pumped from Well,102585,205170
